Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
152,Ed Horton,1990,1990,1,45,374,80,162,0,4,42,69,59,108,19,9,5,39,63,202,.494,.000,.609,8.3,4.5,2.4,0.4
153,Josh Howard,2010,2011,2,22,500,78,208,10,40,44,67,22,87,28,16,7,23,47,210,.375,.250,.657,22.7,9.5,4.0,1.3
154,Juwan Howard,1995,2001,7,464,17845,3476,7274,4,34,1574,2142,1078,3448,1552,449,156,1389,1604,8530,.478,.118,.735,38.5,18.4,7.4,3.3
155,Bailey Howell,1965,1966,2,158,5303,996,2026,,,906,1180,,1642,363,,,,651,2898,.492,,.768,33.6,18.3,10.4,2.3
156,Lester Hudson,2011,2011,1,11,73,6,24,4,15,2,4,1,5,17,4,1,7,10,18,.250,.267,.500,6.6,1.6,0.5,1.5
157,Larry Hughes,2003,2005,3,189,6556,1214,2836,167,520,755,974,237,1016,638,357,68,441,464,3350,.428,.321,.775,34.7,17.7,5.4,3.4
158,Kris Humphries,2015,2016,2,90,1795,273,597,23,72,114,146,144,527,73,37,38,66,171,683,.457,.319,.781,19.9,7.6,5.9,0.8
159,Les Hunter,1965,1965,1,24,114,18,64,,,6,14,,50,11,,,,16,42,.281,,.429,4.8,1.8,2.1,0.5
160,Byron Irvin,1991,1993,2,37,361,69,147,2,6,53,67,26,49,26,16,2,20,37,193,.469,.333,.791,9.8,5.2,1.3,0.7
161,Cedric Jackson,2010,2010,1,4,39,4,11,1,3,3,4,1,3,6,0,0,8,5,12,.364,.333,.750,9.8,3.0,0.8,1.5
162,Jaren Jackson,1997,1997,1,75,1133,134,329,53,158,53,69,31,132,65,45,16,60,131,374,.407,.335,.768,15.1,5.0,1.8,0.9
163,Randell Jackson,1999,1999,1,27,271,46,108,1,7,21,32,30,54,8,3,11,26,29,114,.426,.143,.656,10.0,4.2,2.0,0.3
164,Mike James,2009,2010,2,57,1621,195,509,68,186,71,88,25,129,198,45,6,96,104,529,.383,.366,.807,28.4,9.3,2.3,3.5
165,Antawn Jamison,2005,2010,6,421,16307,3298,7380,646,1801,1494,2007,971,3735,773,469,132,658,1059,8736,.447,.359,.744,38.7,20.8,8.9,1.8
166,Othyus Jeffers,2011,2011,1,16,314,30,62,1,4,30,46,25,65,19,17,0,13,31,91,.484,.250,.652,19.6,5.7,4.1,1.2
167,Jared Jeffries,2003,2006,4,256,6163,597,1381,40,137,321,541,522,1235,408,180,118,341,669,1555,.432,.292,.593,24.1,6.1,4.8,1.6
168,Yi Jianlian,2011,2011,1,63,1112,145,347,3,13,62,91,79,248,25,27,32,51,115,355,.418,.231,.681,17.7,5.6,3.9,0.4
169,Andy Johnson,1962,1962,1,71,2193,365,814,,,284,452,,351,228,,,,247,1014,.448,,.628,30.9,14.3,4.9,3.2
170,Buck Johnson,1993,1993,1,73,1287,193,403,0,3,92,126,78,195,89,36,18,70,187,478,.479,.000,.730,17.6,6.5,2.7,1.2
171,Charles Johnson,1978,1979,2,121,2626,483,1132,,,109,130,90,295,259,126,7,137,237,1075,.427,,.838,21.7,8.9,2.4,2.1
172,Frank Johnson,1982,1988,7,382,10021,1568,3576,49,213,802,1065,217,751,1961,427,27,807,793,3987,.438,.230,.753,26.2,10.4,2.0,5.1
173,George Johnson,1971,1971,1,24,337,41,100,,,11,30,,114,10,,,,63,93,.410,,.367,14.0,3.9,4.8,0.4
174,George Johnson,1986,1986,1,2,7,1,3,0,0,2,2,1,2,0,0,0,1,1,4,.333,,1.000,3.5,2.0,1.0,0.0
175,Gus Johnson,1964,1972,9,560,19723,4057,9202,,,1667,2384,,7243,1510,,,,1982,9781,.441,,.699,35.2,17.5,12.9,2.7
176,Anthony Jones,1987,1987,1,16,114,14,33,0,1,9,13,1,9,7,10,1,11,11,37,.424,.000,.692,7.1,2.3,0.6,0.4
177,Charles Jones,1985,1993,9,595,12633,671,1390,0,5,346,547,974,2894,573,420,1051,464,1854,1688,.483,.000,.633,21.2,2.8,4.9,1.0
178,Charles Jones,1989,1989,1,43,516,38,82,1,3,33,53,54,140,18,18,16,22,49,110,.463,.333,.623,12.0,2.6,3.3,0.4
179,Jimmy Jones,1975,1977,3,140,2590,362,717,,,177,240,69,272,283,111,15,,321,901,.505,,.738,18.5,6.4,1.9,2.0
180,Popeye Jones,2001,2002,2,124,2558,282,661,5,17,147,185,316,798,158,69,27,109,304,716,.427,.294,.795,20.6,5.8,6.4,1.3
181,Wali Jones,1965,1965,1,77,1250,154,411,,,99,136,,140,200,,,,196,407,.375,,.728,16.2,5.3,1.8,2.6
182,Michael Jordan,2002,2003,2,142,5124,1230,2851,26,108,529,657,121,836,621,208,65,335,290,3015,.431,.241,.805,36.1,21.2,5.9,4.4
