Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
151,Evric Gray,1997,1997,1,5,42,4,15,1,4,4,4,1,3,2,1,0,3,5,13,.267,.250,1.000,8.4,2.6,0.6,0.4
152,Bob Greacen,1972,1972,1,4,20,1,2,0,0,0,0,1,2,1,,,2,1,2,.500,,,5.0,0.5,0.5,0.3
153,Orien Greene,2011,2011,1,3,5,1,2,0,0,1,2,0,0,1,1,0,0,0,3,.500,,.500,1.7,1.0,0.0,0.3
154,Gerald Green,2012,2012,1,31,781,154,320,43,110,49,65,15,108,34,28,17,55,80,400,.481,.391,.754,25.2,12.9,3.5,1.1
155,Luther Green,1970,1971,2,85,903,154,391,0,7,73,141,118,318,30,,,75,136,381,.394,.000,.518,10.6,4.5,3.7,0.4
156,Gary Gregor,1973,1974,2,65,908,139,289,3,4,41,50,62,221,46,4,1,51,132,322,.481,.750,.820,14.0,5.0,3.4,0.7
157,Dennis Grey,1970,1970,1,4,74,6,24,0,0,6,12,11,25,0,,,3,15,18,.250,,.500,18.5,4.5,6.3,0.0
158,Jorge Gutierrez,2014,2015,2,25,288,32,68,3,13,11,15,3,29,37,11,1,17,46,78,.471,.231,.733,11.5,3.1,1.2,1.5
159,Rudy Hackett,1977,1977,1,1,8,0,2,,,2,5,1,3,0,0,0,,1,2,.000,,.400,8.0,2.0,3.0,0.0
160,Jack Haley,1990,1998,4,170,2329,308,725,0,2,216,339,266,685,58,39,34,134,385,832,.425,.000,.637,13.7,4.9,4.0,0.3
161,Devin Harris,2008,2011,4,212,7277,1205,2841,188,644,1149,1403,76,645,1473,284,44,619,535,3747,.424,.292,.819,34.3,17.7,3.0,6.9
162,Lucious Harris,1998,2004,7,456,9884,1339,3166,236,691,614,766,317,1173,714,346,50,330,622,3528,.423,.342,.802,21.7,7.7,2.6,1.6
163,Donnell Harvey,2005,2005,1,3,16,2,2,0,0,4,4,2,7,1,1,1,1,2,8,1.000,,1.000,5.3,2.7,2.3,0.3
164,Trenton Hassell,2008,2010,3,131,2510,196,465,3,18,78,102,115,337,116,42,27,85,218,473,.422,.167,.765,19.2,3.6,2.6,0.9
165,Robert Hawkins,1977,1978,2,67,1824,475,1059,,,219,311,88,204,130,99,39,43,214,1169,.449,,.704,27.2,17.4,3.0,1.9
166,Jarvis Hayes,2009,2010,2,119,2865,395,905,154,423,50,70,36,375,94,81,16,77,253,994,.436,.364,.714,24.1,8.4,3.2,0.8
167,Jim Hayes,1971,1971,1,47,494,46,109,0,0,52,67,20,45,47,,,45,73,144,.422,,.776,10.5,3.1,1.0,1.0
168,Mark Hendrickson,1999,2000,2,27,423,39,89,0,1,43,52,28,70,16,12,1,15,40,121,.438,.000,.827,15.7,4.5,2.6,0.6
169,Art Heyman,1968,1968,1,19,439,97,252,3,17,65,101,,70,37,,,54,35,262,.385,.176,.644,23.1,13.8,3.7,1.9
170,Rod Higgins,1986,1986,1,2,29,3,16,0,2,0,0,3,8,1,1,4,2,6,6,.188,.000,,14.5,3.0,4.0,0.5
171,Sean Higgins,1995,1995,1,57,735,105,273,23,78,35,40,25,77,29,10,9,35,93,268,.385,.295,.875,12.9,4.7,1.4,0.5
172,Darnell Hillman,1978,1978,1,45,1220,236,501,,,118,205,126,338,49,49,44,109,160,590,.471,,.576,27.1,13.1,7.5,1.1
173,Roy Hinson,1988,1991,4,164,5173,990,2010,0,3,588,749,325,1061,169,93,223,329,584,2568,.493,.000,.785,31.5,15.7,6.5,1.0
174,Rondae Hollis-Jefferson,2016,2016,1,19,419,39,81,1,5,20,30,32,116,27,27,8,21,42,99,.481,.200,.667,22.1,5.2,6.1,1.4
175,Tom Hoover,1969,1969,1,40,1256,165,354,0,2,110,162,121,411,106,,,156,187,440,.466,.000,.679,31.4,11.0,10.3,2.7
176,Dave Hoppen,1993,1993,1,2,10,1,1,0,0,0,2,1,4,0,0,0,0,2,2,1.000,,.000,5.0,1.0,2.0,0.0
177,Dennis Hopson,1988,1990,3,202,5467,995,2356,48,173,588,738,267,624,372,227,106,389,478,2626,.422,.277,.797,27.1,13.0,3.1,1.8
